Text,Actual Sentiment,Predicted Sentiment,Confidence
cosmetics collection includes eye shadow face powder lip gloss mascara accessories,neutral,neutral,0.9373977
e smartphone available rs per handset across india nokia india vice president managing director shivakumar told reporters,neutral,neutral,0.8161177
employer employee talks concerned people whole staff finland,neutral,negative,0.80386764
exercise originated finland early training method cross country skiers,neutral,neutral,0.9348177
first phase logistics complex envisages completion sq logistics premises gatehouse building november,neutral,neutral,0.89230365
gross area eight houses,neutral,neutral,0.90830845
gross area innova project sq sq ft,neutral,neutral,0.933254
incident happened p avenue road,neutral,neutral,0.7706091
interim report first quarter published may,neutral,neutral,0.91098887
largest restructuring planned italy negotiations job cuts initiated today company noted,negative,negative,0.8921999
layoff talks first announced august,neutral,neutral,0.56681305
machines cease production end february,neutral,negative,0.6160352
measures result weak demand shipbuilding industry,negative,negative,0.95868504
mill raw material need increase wood,neutral,neutral,0.6767622
negotiations concern personnel cencorp corporation singulase oy whole finland sweden company said,neutral,neutral,0.5820621
negotiations concern plant department producing winded roving employs people,neutral,neutral,0.8841741
new apartment block going close city center explained chairman board yit ehitus priit sauk,neutral,neutral,0.8848135
plant fired combination spruce bark chipped logging residues milled peat,neutral,negative,0.5241826
production liquidated june employees loose jobs,negative,negative,0.9447683
project x mw coal fired power plant located km south hanoi company said,neutral,neutral,0.9154688
prosecutor also demanding outokumpu pay fine eur,negative,negative,0.8629354
pulp production finnish kemij rvi also liquidated employees loose jobs,negative,negative,0.96843946
redesigned crushing circuit operation since start september overall production rate weekly basis excess average tonnes day,neutral,neutral,0.9173125
resignation effect immediately,neutral,neutral,0.78137845
scheme teliasonera altimo practically identical except involves merger stakes vimpelcom kyivstar,neutral,neutral,0.93638104
share subscription period c options commence september expire march,neutral,neutral,0.93448675
share subscription period expire september,neutral,neutral,0.9188956
subscription period amer sports warrant scheme end december,neutral,neutral,0.9250615
terms conditions stock option scheme available group website,neutral,neutral,0.94634134
transaction included also transfer lease agreement concerning manufacturing premises employment agreements related operations,neutral,neutral,0.94785684
utility also provide services related electricity management hedging trades risk management reporting,neutral,neutral,0.9423388
also upset machinery work taken poland,negative,negative,0.94161457
cover forest industry units employees finland concern temporary permanent lay offs,negative,negative,0.9618322
bad news barbeque season,negative,negative,0.57596356
due postponement decision making projects negotiation phase earlier estimation,neutral,neutral,0.7332058
tornio works employs scope fixed period part time temporary layoffs april october period,negative,negative,0.90971535
adjusting present situation cutting capacity costs without however jeopardising asia strategy longer term,neutral,positive,0.77717197
cruising revs fall less engine output required,neutral,negative,0.9518625
web user clicks link contained mail finds bogus site imitates bank retrieves personal banking data,negative,neutral,0.91256404
viking line canceled services,negative,negative,0.7389362
z bavelloni long standing md dino bavelloni retired end,neutral,neutral,0.8799295
trying deal slavery different perspective balance story says deramus formerly writer detroit free press detroit news,neutral,neutral,0.9266342
neste oil responded challenge posed european union target biofuels accounting traffic fuel usage eu developing nexbtl technology producing diesel fuel renewables federation said,positive,neutral,0.694021
soon collisions started,neutral,neutral,0.87563646
biggest challenge make piece look raw hansen said,neutral,neutral,0.8386367
rest week tapings jimmy kimmel live canceled back feet,neutral,neutral,0.8207845
issue thieves stealing building sites said mr smith,negative,negative,0.805223
license agreement nokia corp part expires april,neutral,neutral,0.57593846
november finnish office furniture maker martela oyj hel maras said today make redundant three people nine laid permanently company office staff factory workers,negative,negative,0.9555776
