Text,Actual Sentiment,Predicted Sentiment,Confidence,Impact Score
brazilian non profit interbank camara interbancaria de pagamentos cip acquired solutions us business integration solutions provider sterling commerce latter company said statement,positive,neutral,0.58162737,11.6325474
new activity incur investment meur,neutral,neutral,0.58152616,11.6305232
salo finland august benefon today announced plans strengthen house technology platform licensing complete mobile software platform opna long standing technology partner pollex,positive,neutral,0.5810214,11.620428
meantime ceo duties assumed outotec deputy ceo seppo rantakari,neutral,neutral,0.579751,11.59502
venture recently agreed buy motorola wireless networks business billion deploy lightsquared national g network,neutral,neutral,0.5792373,11.584745999999999
january september fiskars net profit went year year eur million net sales eur million eur million,positive,neutral,0.5785333,11.570666000000001
estonia second largest meat processing company market share according ac nielsen data percent,neutral,neutral,0.5781874,11.563748000000002
aug curbed delivered newstex latest racked covering shopping retail sidewalks,neutral,neutral,0.5776677,11.553354
january finnish solutions provider affecto oyj hel afe v said today eur usd contract state owned lithuanian social insurance institution sodra,positive,neutral,0.5776478,11.552956000000002
implementation upgrade existing system enabling voicemail video mail housed platform,neutral,neutral,0.57692647,11.5385294
particular attention paid energy efficiency construction building designed meet requirements energy class b leed certification applied,neutral,neutral,0.57618666,11.5237332
license agreement nokia corp part expires april,neutral,neutral,0.57593846,11.518769200000001
sales growth cars considerably influence tires market,neutral,neutral,0.575685,11.5137
teliasonera leading telecommunications company nordic baltic regions,positive,neutral,0.57538587,11.5077174
people workers retiring raahe works,neutral,neutral,0.5751171,11.502342000000002
finnish financial solutions developer basware corporation omx helsinki bas v said tuesday september deliver complete invoice automation solution large us engineering construction technical services organization,positive,neutral,0.5737338,11.474676
uncertainties still exist however,neutral,neutral,0.5730838,11.461676
profitability ebit compared q,negative,neutral,0.5726789,11.453578
sponda plc stock exchange release december eur billion syndicated credit facility sponda sponda signed agreement one year syndicated credit facility total eur billion,positive,neutral,0.5723027,11.446054000000002
jobs transferred finland however,positive,neutral,0.57178843,11.435768600000001
finnish ponsse signed agreement babcock africa distribution support ponsse forest machines harvester heads information systems south africa,positive,neutral,0.5707169,11.414338
combined basware enterprise purchase pay portfolio provides high level automation procurement invoice workflows,neutral,neutral,0.5688449,11.376898
according company updated strategy years basware targets long term net sales growth range operating profit margin net sales,positive,neutral,0.5683849,11.367697999999999
bg ad bulgaria leading internet company,positive,neutral,0.56749964,11.3499928
prove efficiency china mobile system rod baber english climber climbed mount everest summit successfully made calls,positive,neutral,0.5674416,11.348832
layoff talks first announced august,neutral,neutral,0.56681305,11.336261000000002
mr bakman sees also expansion options tallinn helisnki link claiming however operating link single ship enough,neutral,neutral,0.5665144,11.330288
contract demonstrates ability apply minerals metals technologies adjacent industries oil shale processing,positive,neutral,0.5664171,11.328342000000001
november finnish energy company fortum oyj hel fum v said today partners started negotiations establish new operating model energy supply turku region western finland,neutral,neutral,0.56559414,11.311882800000001
acquisition immediate positive impact aspocomp financial result,positive,neutral,0.5651456,11.302912000000001
according finnair technical services measure due employment situation,neutral,neutral,0.5625464,11.250928
operating profit excluding non recurring items totaled eur mn eur mn corresponding period,negative,neutral,0.56161785,11.232357
services supplier efore plc streamline operations finland us finnish electronic systems services supplier efore plc omx helsinki efo v said tuesday february initiated statutory negotiations regarding streamlining operations finland,positive,neutral,0.56110775,11.222155
fourth quarter orion net profit went year year eur,positive,neutral,0.5608547,11.217094000000001
disposal autotank also strengthen aspo capital structure commented gustav nyberg ceo aspo,positive,neutral,0.56065375,11.213075
finland neste oil awarded chemical industry federation finland innovation award nexbtl technology enables biodiesel produced vegetable oil animal fat,positive,neutral,0.55983204,11.1966408
company said agreed eur unsecured credit line lenders,neutral,neutral,0.55818653,11.1637306
less ten people face pension agreements,neutral,neutral,0.5575853,11.151706
new structure provides better communication faster decision making cost savings proha said,positive,neutral,0.55709654,11.141930799999999
contract also includes cutting edging wagon parts ruukki steel service centres seinajoki raahe delivered vr welding assembly,neutral,neutral,0.5553743,11.107486
purpose action ensure company cost effectiveness year near future,positive,neutral,0.5546057,11.092114
cents recognize potential partnerships suppliers,neutral,neutral,0.5539269,11.078538
incap estimates generate revenue mln euro mln indian operations,neutral,neutral,0.5530892,11.061784
operating profits half glisten invested brand management team,negative,neutral,0.55261874,11.0523748
operating profit totalled eur mn eur mn year year,positive,neutral,0.5470892,10.941784000000002
new office located shenzhen strengthen vaisala already year old presence china,positive,neutral,0.5434082,10.868164
much biomass used sourced locally rest plant fuel needs met peat,neutral,neutral,0.543257,10.86514
